Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber
HCC5647	T3	13	78184154	97639778	2
HCC5647	T3	13	99173954	110438412	3
HCC5647	T3	13	110801458	115047717	2
HCC5647	T3	14	20228040	20841942	5
HCC5647	T3	14	20844137	21559732	2
HCC5647	T3	14	21559969	51027123	1
HCC5647	T3	14	51382394	64990316	1
HCC5647	T3	14	64998543	70527475	1
HCC5647	T3	14	71134300	99641204	1
HCC5647	T3	14	99641276	105399322	1
HCC5647	T3	14	105404357	106478343	1
HCC5647	T3	14	106518475	107259812	3
HCC5647	T3	15	20279335	22319306	2
HCC5647	T3	15	22344951	22483037	7
HCC5647	T3	15	22705259	24922046	1
HCC5647	T3	15	24922049	24923746	6
HCC5647	T3	15	25222836	29561708	1
HCC5647	T3	15	30248451	33955085	2
HCC5647	T3	15	34635113	41862826	2
HCC5647	T3	15	42104177	42695348	2
HCC5647	T3	15	43017551	43803462	2
HCC5647	T3	15	43813472	43817161	10
HCC5647	T3	15	43817162	56388879	2
HCC5647	T3	15	56657661	63904623	2
HCC5647	T3	15	64163090	64673675	1
HCC5647	T3	15	64791986	64970654	6
HCC5647	T3	15	65108447	65386984	2
HCC5647	T3	15	65489007	77406926	2
HCC5647	T3	15	77406929	77474289	5
HCC5647	T3	15	77906386	83521080	2
HCC5647	T3	15	84116241	102389808	2
HCC5647	T3	16	97450	569029	1
HCC5647	T3	16	569699	9056393	2
HCC5647	T3	16	9862474	12009475	2
HCC5647	T3	16	12009555	12297283	4
HCC5647	T3	16	12618487	25228790	2
HCC5647	T3	16	25251092	25704472	7
HCC5647	T3	16	27078117	30718827	2
HCC5647	T3	16	30731964	31987262	2
HCC5647	T3	16	32077614	34257343	2
HCC5647	T3	16	34578490	68119798	1
HCC5647	T3	16	68265073	69600343	1
HCC5647	T3	16	69725664	69728152	6
HCC5647	T3	16	69760134	80575065	1
HCC5647	T3	16	81087564	90162570	1
HCC5647	T3	17	6003	1549979	1
HCC5647	T3	17	1552500	1582641	4
HCC5647	T3	17	1610849	2934321	1
HCC5647	T3	17	3323825	11461622	1
HCC5647	T3	17	11622490	15458679	1
HCC5647	T3	17	15526788	18638481	1
HCC5647	T3	17	18861870	18996976	1
HCC5647	T3	17	19186240	20109162	3
HCC5647	T3	17	20130688	26898579	2
HCC5647	T3	17	26900391	26962780	6
HCC5647	T3	17	26971996	27944782	2
HCC5647	T3	17	27945023	27963866	9
HCC5647	T3	17	27993823	29761258	3
HCC5647	T3	17	29844691	37400740	2
HCC5647	T3	17	37557537	37783768	5
HCC5647	T3	17	37809851	41026333	2
HCC5647	T3	17	41062858	41180286	6
HCC5647	T3	17	41180389	45000735	2
HCC5647	T3	17	45266269	56436153	2
HCC5647	T3	17	56738755	61895703	2
HCC5647	T3	17	61897176	61903073	8
HCC5647	T3	17	61903454	62818584	2
HCC5647	T3	17	63052529	65074740	2
HCC5647	T3	17	65105201	71232990	4
HCC5647	T3	17	71281422	72541114	2
HCC5647	T3	17	72613249	72745496	5
HCC5647	T3	17	72745518	74283992	2
HCC5647	T3	17	74303308	77807900	2
HCC5647	T3	17	77807905	78447296	2
HCC5647	T3	17	78449359	78450227	10
HCC5647	T3	17	78727734	79092323	2
HCC5647	T3	17	79093114	81083360	2
HCC5647	T3	18	47395	9256307	2
HCC5647	T3	18	9887951	12057718	2
HCC5647	T3	18	12067020	61089587	3
HCC5647	T3	18	67068427	77927009	2
HCC5647	T3	19	281411	1905500	2
HCC5647	T3	19	1908452	1913324	7
HCC5647	T3	19	1914804	8933442	2
HCC5647	T3	19	9045524	9226247	10
HCC5647	T3	19	9251086	24097778	2
HCC5647	T3	19	24115301	41737320	3
HCC5647	T3	19	41737321	41800499	9
HCC5647	T3	19	41800504	44303270	2
HCC5647	T3	19	44418449	45254838	4
HCC5647	T3	19	45259434	51647783	2
HCC5647	T3	19	51670640	51729112	6
HCC5647	T3	19	51826857	52716432	3
HCC5647	T3	19	52728758	53572714	6
HCC5647	T3	19	53727730	56125149	3
HCC5647	T3	19	56125290	56134055	6
HCC5647	T3	19	56135791	57175799	3
HCC5647	T3	19	57175831	58018865	9
HCC5647	T3	19	58089924	58871058	2
HCC5647	T3	19	58879130	58908603	5
HCC5647	T3	19	58919955	59084372	2
HCC5647	T3	20	258878	33297349	2
HCC5647	T3	20	33297750	33440461	7
HCC5647	T3	20	33442323	60294253	2
HCC5647	T3	20	60294263	62871248	2
HCC5647	T3	21	16337458	42080555	2
HCC5647	T3	21	42540197	48084365	2
HCC5647	T3	22	16287266	17601088	1
HCC5647	T3	22	17601177	19459003	1
HCC5647	T3	22	19466542	19709946	1
HCC5647	T3	22	19747107	20303048	1
HCC5647	T3	22	20731470	20780019	1
HCC5647	T3	22	20783414	21106104	1
HCC5647	T3	22	21212839	22385755	1
HCC5647	T3	22	22385760	22550731	7
HCC5647	T3	22	22550736	23236045	2
HCC5647	T3	22	23401503	24108337	1
HCC5647	T3	22	24121324	24236760	1
HCC5647	T3	22	24236972	24645054	1
HCC5647	T3	22	24826948	24940050	1
HCC5647	T3	22	24950775	25755946	1
HCC5647	T3	22	26117987	29710030	1
HCC5647	T3	22	29710963	29877075	1
HCC5647	T3	22	29926879	30776262	1
HCC5647	T3	22	30822723	30988286	2
HCC5647	T3	22	31032372	32073132	1
HCC5647	T3	22	32107874	34046801	2
HCC5647	T3	22	35695864	36055733	1
HCC5647	T3	22	36122584	36662112	4
HCC5647	T3	22	36678647	37414705	1
HCC5647	T3	22	37420097	37906434	1
HCC5647	T3	22	37962389	38109406	1
HCC5647	T3	22	38111694	38121127	3
HCC5647	T3	22	38121130	44586551	1
HCC5647	T3	22	44587786	46641090	1
HCC5647	T3	22	46653227	46658748	3
HCC5647	T3	22	46658829	50321250	1
HCC5647	T3	22	50354564	51041741	1
HCC5647	T3	22	51041798	51208080	1
HCC5647	T3	X	130678175	140982593	2
HCC5647	T4	1	138488	6522101	2
HCC5647	T4	1	6522106	23285602	2
HCC5647	T4	1	23345994	110882848	2
HCC5647	T4	1	110882850	120906360	2
HCC5647	T4	1	144921930	157805992	6
HCC5647	T4	1	157809143	160394321	3
HCC5647	T4	1	160604266	166040057	7
HCC5647	T4	1	166123917	222721467	2
HCC5647	T4	1	223394295	247614887	2
HCC5647	T4	1	247614888	248738115	8
HCC5647	T4	1	249106160	249212637	2
HCC5647	T4	2	41449	25611310	1
HCC5647	T4	2	25964775	68695153	2
HCC5647	T4	2	69869927	73613325	2
HCC5647	T4	2	73675062	74007488	3
HCC5647	T4	2	74128357	74743597	2
HCC5647	T4	2	74749642	74754760	6
HCC5647	T4	2	74755717	89161143	2
HCC5647	T4	2	91936016	135676625	1
HCC5647	T4	2	135710768	135739084	7
HCC5647	T4	2	135743363	148657233	2
HCC5647	T4	2	149226182	149247707	7
HCC5647	T4	2	149402564	179345725	2
HCC5647	T4	2	179392963	179477275	6
HCC5647	T4	2	179482915	179588417	3
HCC5647	T4	2	179588603	179702514	5
HCC5647	T4	2	180810065	219564239	2
HCC5647	T4	2	220033381	220078361	4
HCC5647	T4	2	220080717	228736509	1
HCC5647	T4	2	228881038	228884896	3
HCC5647	T4	2	229046203	242946660	1
HCC5647	T4	3	239350	36780136	2
HCC5647	T4	3	36869663	36899054	7
HCC5647	T4	3	37032714	113342447	2
HCC5647	T4	3	113373792	113379408	6
HCC5647	T4	3	113464649	197847371	2
HCC5647	T4	4	53238	906681	1
HCC5647	T4	4	907272	9785064	2
HCC5647	T4	4	9943377	190904716	2
HCC5647	T4	5	140384	4420167	2
HCC5647	T4	5	5242085	82817178	2
HCC5647	T4	5	82817179	82838149	7
HCC5647	T4	5	82940158	169805993	2
HCC5647	T4	5	169931471	176524706	2
HCC5647	T4	5	176562103	176729902	6
HCC5647	T4	5	176729944	180687851	2
HCC5647	T4	6	203388	46660415	2
HCC5647	T4	6	46660418	47847645	8
HCC5647	T4	6	48035904	154412643	2
HCC5647	T4	6	154727488	170871464	2
HCC5647	T4	7	193415	55433872	2
HCC5647	T4	7	55479568	82072838	1
HCC5647	T4	7	82543815	82785269	4
HCC5647	T4	7	82785270	100663507	2
HCC5647	T4	7	100675346	100687115	11
HCC5647	T4	7	100694843	102113545	1
HCC5647	T4	7	102136494	141385394	2
HCC5647	T4	7	142459689	144096356	3
HCC5647	T4	7	144098103	151805440	3
HCC5647	T4	7	151845230	151879689	13
HCC5647	T4	7	152142473	158902747	2
HCC5647	T4	8	182713	4852016	2
HCC5647	T4	8	6301886	105106956	2
HCC5647	T4	8	107670217	139895407	2
HCC5647	T4	8	139895409	146278799	2
HCC5647	T4	9	116864	27212854	2
HCC5647	T4	9	27949338	34646897	3
HCC5647	T4	9	34647000	37442573	4
HCC5647	T4	9	37442583	125140278	2
HCC5647	T4	9	125140542	125797860	6
HCC5647	T4	9	125877311	141071784	2
HCC5647	T4	10	93002	14816713	2
HCC5647	T4	10	14884096	24813532	3
HCC5647	T4	10	24813535	26463494	9
HCC5647	T4	10	26500723	43701544	3
HCC5647	T4	10	43870879	44053471	6
HCC5647	T4	10	44868375	52834897	2
HCC5647	T4	10	53457491	53459356	6
HCC5647	T4	10	54074216	61666118	2
HCC5647	T4	10	63212639	70646393	2
HCC5647	T4	10	70715919	98469732	2
HCC5647	T4	10	98714764	98744846	6
HCC5647	T4	10	98760843	129868149	1
HCC5647	T4	10	131557385	135491369	1
HCC5647	T4	11	193051	4411723	2
HCC5647	T4	11	4614930	6221397	6
HCC5647	T4	11	6226835	6479148	2
HCC5647	T4	11	6499694	7693866	3
HCC5647	T4	11	7750009	7983016	6
HCC5647	T4	11	8111632	48149548	2
HCC5647	T4	11	48366929	56468822	5
HCC5647	T4	11	56949340	57509470	2
HCC5647	T4	11	57509497	59225350	4
HCC5647	T4	11	59522998	61919385	2
HCC5647	T4	11	62156531	63398940	2
HCC5647	T4	11	63438736	71238419	2
HCC5647	T4	11	71259708	123597717	2
HCC5647	T4	11	123601215	124489857	5
HCC5647	T4	11	124493030	134257887	2
HCC5647	T4	12	91954	54576601	2
HCC5647	T4	12	54577201	57552455	3
HCC5647	T4	12	57553553	57626604	2
HCC5647	T4	12	57626893	77158179	2
HCC5647	T4	12	78444509	120598113	2
HCC5647	T4	12	120649604	133808210	1
HCC5647	T4	13	19751019	43930169	2
HCC5647	T4	13	45147210	45149476	7
HCC5647	T4	13	45149481	61988108	2
HCC5647	T4	13	70681281	110835681	3
HCC5647	T4	13	110960295	115047717	2
HCC5647	T4	14	19553435	21486693	3
HCC5647	T4	14	21491015	94756937	2
HCC5647	T4	14	94832354	94936268	6
HCC5647	T4	14	95029756	106478343	1
HCC5647	T4	14	106518475	107259812	4
HCC5647	T4	15	20279335	22319306	2
HCC5647	T4	15	22344951	22483037	7
HCC5647	T4	15	22705259	33023231	2
HCC5647	T4	15	33261134	34654501	3
HCC5647	T4	15	34656120	42868069	2
HCC5647	T4	15	42976458	42986927	12
HCC5647	T4	15	43017551	43803462	2
HCC5647	T4	15	43813472	43817161	11
HCC5647	T4	15	43817162	64673675	2
HCC5647	T4	15	64791986	64970654	7
HCC5647	T4	15	65108447	77406926	2
HCC5647	T4	15	77406929	77474289	6
HCC5647	T4	15	77906386	89074967	2
HCC5647	T4	15	89169355	102389808	2
HCC5647	T4	16	97450	461630	1
HCC5647	T4	16	476094	9185989	2
HCC5647	T4	16	9856995	12182104	2
HCC5647	T4	16	12618487	31993465	2
HCC5647	T4	16	32077120	81727073	1
HCC5647	T4	16	81730072	90162570	1
HCC5647	T4	17	6003	4805682	1
HCC5647	T4	17	4805684	18996976	1
HCC5647	T4	17	19186240	20109162	3
HCC5647	T4	17	20130688	26898579	2
HCC5647	T4	17	26900391	26962780	7
HCC5647	T4	17	26971996	27944782	2
HCC5647	T4	17	27945023	27963866	8
HCC5647	T4	17	27993823	61895703	2
HCC5647	T4	17	61897176	61903073	7
HCC5647	T4	17	61903454	65074740	2
HCC5647	T4	17	65105201	71232990	3
HCC5647	T4	17	71281422	81083360	2
HCC5647	T4	18	47395	9708524	2
HCC5647	T4	18	9886504	9887946	12
HCC5647	T4	18	9887951	21595061	3
HCC5647	T4	18	23806939	34647471	3
HCC5647	T4	18	40853596	42533414	8
HCC5647	T4	18	42550000	55863047	3
HCC5647	T4	18	56202933	56247760	12
HCC5647	T4	18	56401510	61089587	2
HCC5647	T4	18	67068427	72264828	2
HCC5647	T4	18	72342926	72672564	8
HCC5647	T4	18	72774968	77927009	2
HCC5647	T4	19	281411	8933442	1
HCC5647	T4	19	9045524	9091346	7
HCC5647	T4	19	9091350	9226247	4
HCC5647	T4	19	9251086	9272022	1
HCC5647	T4	19	9324661	9346671	12
HCC5647	T4	19	9434802	12882377	2
HCC5647	T4	19	12882886	14818770	2
HCC5647	T4	19	14876071	15726638	2
HCC5647	T4	19	15733907	16034701	2
HCC5647	T4	19	16044956	19121179	1
HCC5647	T4	19	19162422	24309436	1
HCC5647	T4	19	30018053	41736969	2
HCC5647	T4	19	41736973	41771345	4
HCC5647	T4	19	41800058	44636284	2
HCC5647	T4	19	44738718	45157264	4
HCC5647	T4	19	45206367	50464289	2
HCC5647	T4	19	50474161	51322583	2
HCC5647	T4	19	51323174	51646097	2
