Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber
HCC1252	HCC1252-S	15	82532735	82555117	7
HCC1252	HCC1252-S	15	82555142	102201944	2
HCC1252	HCC1252-S	15	102201948	102518006	2
HCC1252	HCC1252-S	16	66930	593380	2
HCC1252	HCC1252-S	16	596835	614406	4
HCC1252	HCC1252-S	16	614630	1278703	2
HCC1252	HCC1252-S	16	1278705	1306757	5
HCC1252	HCC1252-S	16	1306835	2287014	2
HCC1252	HCC1252-S	16	2287015	4660624	2
HCC1252	HCC1252-S	16	4700340	9004725	2
HCC1252	HCC1252-S	16	9009161	9010468	5
HCC1252	HCC1252-S	16	9010825	11969863	2
HCC1252	HCC1252-S	16	11969864	11971327	7
HCC1252	HCC1252-S	16	11971332	12061708	2
HCC1252	HCC1252-S	16	12070584	25268436	2
HCC1252	HCC1252-S	16	25703778	28936336	2
HCC1252	HCC1252-S	16	28936380	30545692	2
HCC1252	HCC1252-S	16	30545859	30569530	5
HCC1252	HCC1252-S	16	30581107	31157382	2
HCC1252	HCC1252-S	16	31159614	50060319	2
HCC1252	HCC1252-S	16	50060324	50100620	7
HCC1252	HCC1252-S	16	50102651	50128782	3
HCC1252	HCC1252-S	16	50134129	66851392	2
HCC1252	HCC1252-S	16	66852410	66864865	4
HCC1252	HCC1252-S	16	66878366	71610324	2
HCC1252	HCC1252-S	16	71659994	74999741	2
HCC1252	HCC1252-S	16	75018785	75034014	15
HCC1252	HCC1252-S	16	75034143	84738530	2
HCC1252	HCC1252-S	16	84778693	86601221	2
HCC1252	HCC1252-S	16	86601396	86613377	5
HCC1252	HCC1252-S	16	87336544	90238080	2
HCC1252	HCC1252-S	17	6003	2405606	2
HCC1252	HCC1252-S	17	2569349	2596262	4
HCC1252	HCC1252-S	17	2596287	10222514	2
HCC1252	HCC1252-S	17	10223413	28960388	2
HCC1252	HCC1252-S	17	29170949	29192833	5
HCC1252	HCC1252-S	17	29195333	65214917	2
HCC1252	HCC1252-S	17	65336808	65346375	7
HCC1252	HCC1252-S	17	65346380	72741606	2
HCC1252	HCC1252-S	17	72744735	72745638	18
HCC1252	HCC1252-S	17	72758163	79916924	2
HCC1252	HCC1252-S	17	79917309	79935624	19
HCC1252	HCC1252-S	17	79937037	81083625	2
HCC1252	HCC1252-S	18	47395	724640	2
HCC1252	HCC1252-S	18	739630	751980	18
HCC1252	HCC1252-S	18	756529	2707694	2
HCC1252	HCC1252-S	18	2707778	2718439	6
HCC1252	HCC1252-S	18	2722452	3252368	2
HCC1252	HCC1252-S	18	3253156	3253933	29
HCC1252	HCC1252-S	18	3254016	7232134	2
HCC1252	HCC1252-S	18	7567788	8546088	2
HCC1252	HCC1252-S	18	8609408	9255186	2
HCC1252	HCC1252-S	18	9255238	9256628	5
HCC1252	HCC1252-S	18	9256633	14784452	2
HCC1252	HCC1252-S	18	14786895	14803735	9
HCC1252	HCC1252-S	18	14808396	18629178	2
HCC1252	HCC1252-S	18	19399460	21897352	2
HCC1252	HCC1252-S	18	21898496	33605720	2
HCC1252	HCC1252-S	18	33606777	43684539	2
HCC1252	HCC1252-S	18	43704680	43705945	8
HCC1252	HCC1252-S	18	43707916	44416554	2
HCC1252	HCC1252-S	18	44435283	44497386	3
HCC1252	HCC1252-S	18	44499849	44756954	2
HCC1252	HCC1252-S	18	44757255	55027473	2
HCC1252	HCC1252-S	18	55102921	71985239	2
HCC1252	HCC1252-S	18	71987707	72163713	3
HCC1252	HCC1252-S	18	72167147	74631874	2
HCC1252	HCC1252-S	18	74631877	77513763	2
HCC1252	HCC1252-S	18	77623510	77624297	0
HCC1252	HCC1252-S	18	77658861	77659767	5
HCC1252	HCC1252-S	18	77664034	77960806	2
HCC1252	HCC1252-S	19	110616	633102	2
HCC1252	HCC1252-S	19	633447	648070	8
HCC1252	HCC1252-S	19	648091	1908663	2
HCC1252	HCC1252-S	19	1911867	11725577	2
HCC1252	HCC1252-S	19	11725623	12739705	3
HCC1252	HCC1252-S	19	12739753	19774013	2
HCC1252	HCC1252-S	19	19774017	24310561	3
HCC1252	HCC1252-S	19	24310685	48255956	2
HCC1252	HCC1252-S	19	48257863	48258734	20
HCC1252	HCC1252-S	19	48259049	52511656	2
HCC1252	HCC1252-S	19	52516432	54264405	3
HCC1252	HCC1252-S	19	54265683	56113980	2
HCC1252	HCC1252-S	19	56113984	56134055	6
HCC1252	HCC1252-S	19	56135791	59093745	2
HCC1252	HCC1252-S	20	68259	473102	2
HCC1252	HCC1252-S	20	476281	590406	4
HCC1252	HCC1252-S	20	590411	16553999	2
HCC1252	HCC1252-S	20	16712336	16719754	9
HCC1252	HCC1252-S	20	16721028	22563229	2
HCC1252	HCC1252-S	20	22563367	22564994	7
HCC1252	HCC1252-S	20	23016080	26094607	2
HCC1252	HCC1252-S	20	26188890	29625934	7
HCC1252	HCC1252-S	20	29628175	47692059	2
HCC1252	HCC1252-S	20	47693491	57605602	2
HCC1252	HCC1252-S	20	57607021	57617750	7
HCC1252	HCC1252-S	20	57617751	58439507	2
HCC1252	HCC1252-S	20	58440383	58441663	6
HCC1252	HCC1252-S	20	58442759	62078219	2
HCC1252	HCC1252-S	20	62103503	62582218	2
HCC1252	HCC1252-S	20	62587546	62904865	2
HCC1252	HCC1252-S	21	9825960	9874114	0
HCC1252	HCC1252-S	21	9907207	10910399	2
HCC1252	HCC1252-S	21	10914331	10920117	7
HCC1252	HCC1252-S	21	10921896	18821326	2
HCC1252	HCC1252-S	21	18885448	18965634	4
HCC1252	HCC1252-S	21	18966370	30250740	2
HCC1252	HCC1252-S	21	30251993	30254524	15
HCC1252	HCC1252-S	21	30254529	32559434	2
HCC1252	HCC1252-S	21	32567477	38468889	2
HCC1252	HCC1252-S	21	38495162	38505021	9
HCC1252	HCC1252-S	21	38532006	38563677	6
HCC1252	HCC1252-S	21	38563682	45994651	2
HCC1252	HCC1252-S	21	45994704	47865338	2
HCC1252	HCC1252-S	21	47878933	48084365	2
HCC1252	HCC1252-S	22	16092877	20134714	2
HCC1252	HCC1252-S	22	20136206	20138315	3
HCC1252	HCC1252-S	22	20194153	20709917	2
HCC1252	HCC1252-S	22	20709976	20716478	5
HCC1252	HCC1252-S	22	20717813	32546439	2
HCC1252	HCC1252-S	22	32546887	32548081	6
HCC1252	HCC1252-S	22	32548440	37914144	2
HCC1252	HCC1252-S	22	37914813	46726124	2
HCC1252	HCC1252-S	22	46731627	51219185	2
HCC1252	HCC1252-S	X	37705424	37706371	0
HCC1252	HCC1252-S	X	41203256	41204841	2
HCC1252	HCC1252-S	Y	14836971	14847580	3
HCC1252	HCC1252-TC1	1	12080	21072145	2
HCC1252	HCC1252-TC1	1	21074008	47691675	2
HCC1252	HCC1252-TC1	1	47716859	65895794	1
HCC1252	HCC1252-TC1	1	65897421	109630928	0
HCC1252	HCC1252-TC1	1	109633362	119441927	1
HCC1252	HCC1252-TC1	1	119443859	151236590	2
HCC1252	HCC1252-TC1	1	151237134	158817855	3
HCC1252	HCC1252-TC1	1	158818876	159043198	0
HCC1252	HCC1252-TC1	1	159043203	167803822	3
HCC1252	HCC1252-TC1	1	167805400	174979243	0
HCC1252	HCC1252-TC1	1	174983830	178252864	3
HCC1252	HCC1252-TC1	1	178269077	180065290	0
HCC1252	HCC1252-TC1	1	180067948	184021114	2
HCC1252	HCC1252-TC1	1	184023462	200827184	0
HCC1252	HCC1252-TC1	1	200842137	211256342	3
HCC1252	HCC1252-TC1	1	211263914	220809389	0
HCC1252	HCC1252-TC1	1	220823964	222721467	3
HCC1252	HCC1252-TC1	1	222731950	223442022	0
HCC1252	HCC1252-TC1	1	223465759	223957777	3
HCC1252	HCC1252-TC1	1	223958062	225700510	0
HCC1252	HCC1252-TC1	1	225700521	227198733	3
HCC1252	HCC1252-TC1	1	227203729	227504936	0
HCC1252	HCC1252-TC1	1	227751278	228681653	3
HCC1252	HCC1252-TC1	1	228697976	234529619	3
HCC1252	HCC1252-TC1	1	234534130	247323030	0
HCC1252	HCC1252-TC1	1	247365244	249223037	3
HCC1252	HCC1252-TC1	2	41449	24928098	0
HCC1252	HCC1252-TC1	2	24929412	31754594	2
HCC1252	HCC1252-TC1	2	31756413	45809037	0
HCC1252	HCC1252-TC1	2	45812670	47301065	3
HCC1252	HCC1252-TC1	2	47314145	64863024	0
HCC1252	HCC1252-TC1	2	64863048	135630083	2
HCC1252	HCC1252-TC1	2	135630085	217498695	0
HCC1252	HCC1252-TC1	2	217524360	223464805	2
HCC1252	HCC1252-TC1	2	223478537	232073040	0
HCC1252	HCC1252-TC1	2	232079471	242946660	2
HCC1252	HCC1252-TC1	3	239350	3869318	0
HCC1252	HCC1252-TC1	3	3886358	15219810	2
HCC1252	HCC1252-TC1	3	15222335	37459259	0
HCC1252	HCC1252-TC1	3	37476296	43414440	2
HCC1252	HCC1252-TC1	3	43474045	44893837	0
HCC1252	HCC1252-TC1	3	44894153	55984586	2
HCC1252	HCC1252-TC1	3	55989125	57893862	0
HCC1252	HCC1252-TC1	3	57894783	78689090	1
HCC1252	HCC1252-TC1	3	78695214	113721451	0
HCC1252	HCC1252-TC1	3	113723347	120401030	2
HCC1252	HCC1252-TC1	3	120408539	122606278	0
HCC1252	HCC1252-TC1	3	122629025	130098662	2
HCC1252	HCC1252-TC1	3	130098666	183479478	0
HCC1252	HCC1252-TC1	3	183479817	184429612	2
HCC1252	HCC1252-TC1	3	184542359	197904036	2
HCC1252	HCC1252-TC1	4	53238	499722	0
HCC1252	HCC1252-TC1	4	500488	10100771	2
HCC1252	HCC1252-TC1	4	10105521	52899783	0
HCC1252	HCC1252-TC1	4	52904186	56283513	2
HCC1252	HCC1252-TC1	4	56283992	77317588	0
HCC1252	HCC1252-TC1	4	77324239	79440786	2
HCC1252	HCC1252-TC1	4	79442568	79447706	7
HCC1252	HCC1252-TC1	4	79447710	152086869	0
HCC1252	HCC1252-TC1	4	152095809	153247417	2
HCC1252	HCC1252-TC1	4	153249351	190947571	0
HCC1252	HCC1252-TC1	5	140384	4087637	2
HCC1252	HCC1252-TC1	5	4095190	33467950	1
HCC1252	HCC1252-TC1	5	33527291	34193718	3
HCC1252	HCC1252-TC1	5	34686808	38305682	0
HCC1252	HCC1252-TC1	5	38337509	38458496	3
HCC1252	HCC1252-TC1	5	38462829	79054736	0
HCC1252	HCC1252-TC1	5	79057632	79442027	2
HCC1252	HCC1252-TC1	5	79442972	131269352	0
HCC1252	HCC1252-TC1	5	131278209	131893175	2
HCC1252	HCC1252-TC1	5	131894953	139919066	2
HCC1252	HCC1252-TC1	5	139921674	142595814	2
HCC1252	HCC1252-TC1	5	142595819	147900574	0
HCC1252	HCC1252-TC1	5	147902694	157216528	2
HCC1252	HCC1252-TC1	5	157217547	166712184	0
HCC1252	HCC1252-TC1	5	166802137	180687851	2
HCC1252	HCC1252-TC1	6	203388	25914926	1
HCC1252	HCC1252-TC1	6	25915746	38565936	2
HCC1252	HCC1252-TC1	6	38644967	38980454	0
HCC1252	HCC1252-TC1	6	38994147	42532160	2
HCC1252	HCC1252-TC1	6	42541440	42652695	0
HCC1252	HCC1252-TC1	6	42655867	44329756	2
HCC1252	HCC1252-TC1	6	44336025	53884006	0
HCC1252	HCC1252-TC1	6	53948242	54003132	3
HCC1252	HCC1252-TC1	6	54013772	89816869	0
HCC1252	HCC1252-TC1	6	89816874	90453503	1
HCC1252	HCC1252-TC1	6	90454927	150131863	0
HCC1252	HCC1252-TC1	6	150141649	170949671	1
HCC1252	HCC1252-TC1	7	193415	6692742	3
HCC1252	HCC1252-TC1	7	6692746	26933581	0
HCC1252	HCC1252-TC1	7	27134105	27286074	4
HCC1252	HCC1252-TC1	7	27497244	30671219	0
HCC1252	HCC1252-TC1	7	30671798	31378920	3
HCC1252	HCC1252-TC1	7	31569222	40536045	0
HCC1252	HCC1252-TC1	7	40538554	47857845	3
HCC1252	HCC1252-TC1	7	47859017	55815727	2
HCC1252	HCC1252-TC1	7	55815810	65084068	0
HCC1252	HCC1252-TC1	7	65150600	76829127	2
HCC1252	HCC1252-TC1	7	76866231	95926494	0
HCC1252	HCC1252-TC1	7	95950954	102389966	2
HCC1252	HCC1252-TC1	7	102389969	127017353	0
HCC1252	HCC1252-TC1	7	127026097	128597562	2
HCC1252	HCC1252-TC1	7	128607341	148903978	2
HCC1252	HCC1252-TC1	7	148904274	151850071	2
HCC1252	HCC1252-TC1	7	151851084	158930822	2
HCC1252	HCC1252-TC1	8	14084	38849083	1
HCC1252	HCC1252-TC1	8	38851048	76476398	0
HCC1252	HCC1252-TC1	8	77616293	77776824	8
HCC1252	HCC1252-TC1	8	77879087	110576849	0
HCC1252	HCC1252-TC1	8	110587103	110986631	5
HCC1252	HCC1252-TC1	8	113236882	124822686	0
HCC1252	HCC1252-TC1	8	124824688	133492940	3
HCC1252	HCC1252-TC1	8	133584547	133858201	0
HCC1252	HCC1252-TC1	8	133879205	141669821	4
HCC1252	HCC1252-TC1	8	141670771	141900882	0
HCC1252	HCC1252-TC1	8	141902606	145926361	5
HCC1252	HCC1252-TC1	8	145931134	146278799	4
HCC1252	HCC1252-TC1	9	14731	32489593	0
HCC1252	HCC1252-TC1	9	32491234	115232830	1
HCC1252	HCC1252-TC1	9	115246560	127674387	2
HCC1252	HCC1252-TC1	9	127683379	128117114	0
HCC1252	HCC1252-TC1	9	128117905	135116413	3
HCC1252	HCC1252-TC1	9	135117204	135263615	0
HCC1252	HCC1252-TC1	9	135265897	141071784	3
HCC1252	HCC1252-TC1	10	93002	15639294	2
HCC1252	HCC1252-TC1	10	15646169	43286016	0
HCC1252	HCC1252-TC1	10	43287132	50966740	2
HCC1252	HCC1252-TC1	10	50966741	70967687	0
HCC1252	HCC1252-TC1	10	70968286	89505139	2
HCC1252	HCC1252-TC1	10	89505384	96829196	0
HCC1252	HCC1252-TC1	10	96954290	115469278	2
HCC1252	HCC1252-TC1	10	115480754	124248602	0
HCC1252	HCC1252-TC1	10	124248890	135491369	2
HCC1252	HCC1252-TC1	11	86608	2939404	2
HCC1252	HCC1252-TC1	11	2940462	9225843	2
HCC1252	HCC1252-TC1	11	9228127	17099741	1
HCC1252	HCC1252-TC1	11	17111256	17351909	0
HCC1252	HCC1252-TC1	11	17370851	18291310	2
HCC1252	HCC1252-TC1	11	18301276	18638614	0
HCC1252	HCC1252-TC1	11	18655688	21594894	2
HCC1252	HCC1252-TC1	11	21596486	33373862	0
HCC1252	HCC1252-TC1	11	33374639	59712886	2
HCC1252	HCC1252-TC1	11	59732992	60297016	0
HCC1252	HCC1252-TC1	11	60309977	72554662	2
HCC1252	HCC1252-TC1	11	72560780	82549644	2
HCC1252	HCC1252-TC1	11	82550256	94564773	0
HCC1252	HCC1252-TC1	11	94583157	94862882	2
HCC1252	HCC1252-TC1	11	94906359	112101466	0
HCC1252	HCC1252-TC1	11	112119410	134856434	2
HCC1252	HCC1252-TC1	12	86465	9085301	2
HCC1252	HCC1252-TC1	12	9085373	48096663	0
HCC1252	HCC1252-TC1	12	48104507	58223447	2
HCC1252	HCC1252-TC1	12	58240106	108128445	0
HCC1252	HCC1252-TC1	12	108133200	110296684	2
HCC1252	HCC1252-TC1	12	110318134	112920094	2
HCC1252	HCC1252-TC1	12	112921638	122958855	2
HCC1252	HCC1252-TC1	12	122962338	123282857	0
HCC1252	HCC1252-TC1	12	123285657	123519301	2
HCC1252	HCC1252-TC1	12	123636950	123835008	0
HCC1252	HCC1252-TC1	12	123849206	124356126	2
HCC1252	HCC1252-TC1	12	124358085	133808210	2
HCC1252	HCC1252-TC1	13	19255127	101290187	0
HCC1252	HCC1252-TC1	13	101290192	101712223	3
HCC1252	HCC1252-TC1	13	101712226	109772942	0
HCC1252	HCC1252-TC1	13	109777454	115000712	2
HCC1252	HCC1252-TC1	13	115002132	115070426	0
HCC1252	HCC1252-TC1	14	19110207	20824206	0
HCC1252	HCC1252-TC1	14	20824435	21769363	2
HCC1252	HCC1252-TC1	14	21770604	21968010	0
HCC1252	HCC1252-TC1	14	21968546	23771084	2
HCC1252	HCC1252-TC1	14	23771212	30046695	2
HCC1252	HCC1252-TC1	14	30047434	55004958	0
HCC1252	HCC1252-TC1	14	55004960	55312524	3
HCC1252	HCC1252-TC1	14	55312525	64561929	0
HCC1252	HCC1252-TC1	14	64564615	88737236	1
HCC1252	HCC1252-TC1	14	88789069	90448006	0
HCC1252	HCC1252-TC1	14	90449379	91884087	2
HCC1252	HCC1252-TC1	14	91924968	92621629	0
HCC1252	HCC1252-TC1	14	92622747	107282850	2
HCC1252	HCC1252-TC1	15	20170004	45706975	3
HCC1252	HCC1252-TC1	15	45707783	62333636	0
HCC1252	HCC1252-TC1	15	62336337	65703891	3
HCC1252	HCC1252-TC1	15	65714985	66180150	0
HCC1252	HCC1252-TC1	15	66190308	73570738	3
HCC1252	HCC1252-TC1	15	73575088	76085034	3
HCC1252	HCC1252-TC1	15	76114189	102518006	2
HCC1252	HCC1252-TC1	16	66930	5094624	2
HCC1252	HCC1252-TC1	16	5094772	20873934	1
HCC1252	HCC1252-TC1	16	20926825	20946839	13
HCC1252	HCC1252-TC1	16	20948028	34257343	2
HCC1252	HCC1252-TC1	16	34267142	47698930	0
HCC1252	HCC1252-TC1	16	47699652	66785520	2
HCC1252	HCC1252-TC1	16	66788821	66861631	0
HCC1252	HCC1252-TC1	16	66861886	90238080	2
HCC1252	HCC1252-TC1	17	6003	10296376	2
HCC1252	HCC1252-TC1	17	10296403	10447194	0
HCC1252	HCC1252-TC1	17	10447300	27975421	2
HCC1252	HCC1252-TC1	17	27975436	28512747	0
HCC1252	HCC1252-TC1	17	28525357	28601239	3
HCC1252	HCC1252-TC1	17	28612347	29687632	0
HCC1252	HCC1252-TC1	17	29687633	35564781	2
HCC1252	HCC1252-TC1	17	35567331	36462699	0
HCC1252	HCC1252-TC1	17	36474565	38520217	2
HCC1252	HCC1252-TC1	17	38545759	38573113	0
HCC1252	HCC1252-TC1	17	38573987	39186404	2
HCC1252	HCC1252-TC1	17	39190492	45402169	2
HCC1252	HCC1252-TC1	17	45405568	45681448	0
HCC1252	HCC1252-TC1	17	45682702	48768732	2
HCC1252	HCC1252-TC1	17	48773282	53488852	0
HCC1252	HCC1252-TC1	17	53491390	56774222	2
HCC1252	HCC1252-TC1	17	56780548	59112171	0
HCC1252	HCC1252-TC1	17	59115212	59668468	3
