Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber
HCC6046	SRR3670033	8	18729061	19363353	6
HCC6046	SRR3670033	8	19456448	42841999	2
HCC6046	SRR3670033	8	42849490	99135685	2
HCC6046	SRR3670033	8	99142168	128751271	4
HCC6046	SRR3670033	8	128752670	131922168	9
HCC6046	SRR3670033	8	132051557	139895407	2
HCC6046	SRR3670033	8	139895409	146278799	1
HCC6046	SRR3670033	9	116864	26947056	2
HCC6046	SRR3670033	9	27157796	35842017	3
HCC6046	SRR3670033	9	35842128	125936166	2
HCC6046	SRR3670033	9	125941263	138719301	2
HCC6046	SRR3670033	9	138829999	141016420	1
HCC6046	SRR3670033	10	93002	14870261	2
HCC6046	SRR3670033	10	14884096	49812902	2
HCC6046	SRR3670033	10	50178098	129914282	2
HCC6046	SRR3670033	10	129914712	135491369	2
HCC6046	SRR3670033	11	197313	4127480	1
HCC6046	SRR3670033	11	4139560	8123179	3
HCC6046	SRR3670033	11	8132181	55659117	2
HCC6046	SRR3670033	11	55681121	61032873	4
HCC6046	SRR3670033	11	61039139	63532068	3
HCC6046	SRR3670033	11	63532200	65425982	2
HCC6046	SRR3670033	11	65428934	66476448	4
HCC6046	SRR3670033	11	66610236	71727465	7
HCC6046	SRR3670033	11	71797251	134257887	1
HCC6046	SRR3670033	12	176030	108634345	2
HCC6046	SRR3670033	12	108638186	109025704	3
HCC6046	SRR3670033	12	109181773	133780668	2
HCC6046	SRR3670033	13	19748064	23253489	1
HCC6046	SRR3670033	13	23904273	25480574	2
HCC6046	SRR3670033	13	25485892	29233394	1
HCC6046	SRR3670033	13	29286781	29600812	4
HCC6046	SRR3670033	13	29933341	101760119	1
HCC6046	SRR3670033	13	101795162	103402686	3
HCC6046	SRR3670033	13	103410739	110960499	1
HCC6046	SRR3670033	13	111109637	114622731	1
HCC6046	SRR3670033	13	114751072	115051982	1
HCC6046	SRR3670033	14	19553435	23239139	4
HCC6046	SRR3670033	14	23239230	23745505	2
HCC6046	SRR3670033	14	23745507	23999610	3
HCC6046	SRR3670033	14	23999612	24031821	7
HCC6046	SRR3670033	14	24034584	26917648	3
HCC6046	SRR3670033	14	26949156	94596014	1
HCC6046	SRR3670033	14	94935528	102829010	1
HCC6046	SRR3670033	14	102829055	106330148	1
HCC6046	SRR3670033	14	106330243	106994225	2
HCC6046	SRR3670033	14	107013021	107259812	4
HCC6046	SRR3670033	15	20433876	20875072	1
HCC6046	SRR3670033	15	20876394	22414394	2
HCC6046	SRR3670033	15	22466100	78369906	1
HCC6046	SRR3670033	15	78398048	102389808	1
HCC6046	SRR3670033	16	97450	3304788	1
HCC6046	SRR3670033	16	3306305	3435032	4
HCC6046	SRR3670033	16	3441676	48395989	2
HCC6046	SRR3670033	16	48594604	49557664	7
HCC6046	SRR3670033	16	49559124	50746238	2
HCC6046	SRR3670033	16	50750386	56974220	3
HCC6046	SRR3670033	16	57007067	57180313	7
HCC6046	SRR3670033	16	57279229	58768130	3
HCC6046	SRR3670033	16	60392356	90161267	1
HCC6046	SRR3670033	17	6003	25621021	1
HCC6046	SRR3670033	17	25621360	39093020	2
HCC6046	SRR3670033	17	39118431	39659239	4
HCC6046	SRR3670033	17	39661600	40913937	2
HCC6046	SRR3670033	17	40914342	72843496	2
HCC6046	SRR3670033	17	72843501	81083625	1
HCC6046	SRR3670033	18	158469	72264828	2
HCC6046	SRR3670033	18	72342926	72347359	5
HCC6046	SRR3670033	18	72592848	77927009	2
HCC6046	SRR3670033	19	287506	8809056	1
HCC6046	SRR3670033	19	8841416	9346671	3
HCC6046	SRR3670033	19	9407191	15662255	1
HCC6046	SRR3670033	19	15722586	16000503	2
HCC6046	SRR3670033	19	16008159	16034701	4
HCC6046	SRR3670033	19	16044956	20003032	1
HCC6046	SRR3670033	19	20003170	31930614	2
HCC6046	SRR3670033	19	32083171	39944179	2
HCC6046	SRR3670033	19	39948267	39962333	5
HCC6046	SRR3670033	19	39962977	45476467	2
HCC6046	SRR3670033	19	45490417	51607609	1
HCC6046	SRR3670033	19	51826857	51919578	2
HCC6046	SRR3670033	19	51919734	52091957	4
HCC6046	SRR3670033	19	52092779	53995088	2
HCC6046	SRR3670033	19	53995251	56244797	1
HCC6046	SRR3670033	19	56273949	57640660	2
HCC6046	SRR3670033	19	57640661	59082792	2
HCC6046	SRR3670033	20	68259	18168262	2
HCC6046	SRR3670033	20	18295585	18362014	6
HCC6046	SRR3670033	20	18448105	31876895	2
HCC6046	SRR3670033	20	31886793	33331006	2
HCC6046	SRR3670033	20	33331060	33338163	8
HCC6046	SRR3670033	20	33344983	39766503	2
HCC6046	SRR3670033	20	39792278	39987193	5
HCC6046	SRR3670033	20	39987278	43625700	2
HCC6046	SRR3670033	20	43723546	43851611	4
HCC6046	SRR3670033	20	43922404	60470079	2
HCC6046	SRR3670033	20	60485416	62895909	1
HCC6046	SRR3670033	21	9825960	9874114	2
HCC6046	SRR3670033	21	10793919	10910238	1
HCC6046	SRR3670033	21	10910277	16337455	3
HCC6046	SRR3670033	21	16337458	16340539	5
HCC6046	SRR3670033	21	17559996	31311851	1
HCC6046	SRR3670033	21	31538216	32513805	3
HCC6046	SRR3670033	21	32554807	43988571	1
HCC6046	SRR3670033	21	43994777	48072116	1
HCC6046	SRR3670033	22	16287266	17583177	3
HCC6046	SRR3670033	22	17584323	22318664	2
HCC6046	SRR3670033	22	22385409	23247212	4
HCC6046	SRR3670033	22	23401503	36357759	2
HCC6046	SRR3670033	22	36424175	36662112	4
HCC6046	SRR3670033	22	36678647	51208080	2
HCC6046	SRR3670033	X	11682173	24335039	2
HCC6046	SRR3670033	X	24483567	47308872	2
HCC6046	SRR3670033	X	47424042	54785538	2
HCC6046	SRR3670033	X	55187085	100667737	2
HCC6046	SRR3670033	X	100743459	100912730	5
HCC6046	SRR3670033	X	101138498	152772422	2
HCC6046	SRR3670034	1	721411	12327971	2
HCC6046	SRR3670034	1	12335990	14109299	4
HCC6046	SRR3670034	1	14149563	39571446	2
HCC6046	SRR3670034	1	39734330	115829470	2
HCC6046	SRR3670034	1	116206097	152085567	3
HCC6046	SRR3670034	1	152086333	152383441	8
HCC6046	SRR3670034	1	152384597	223286429	4
HCC6046	SRR3670034	1	223394295	247492982	3
HCC6046	SRR3670034	1	247587282	249106584	6
HCC6046	SRR3670034	1	249120365	249212637	3
HCC6046	SRR3670034	2	41449	163099545	2
HCC6046	SRR3670034	2	163174316	170371429	4
HCC6046	SRR3670034	2	170387449	179368625	2
HCC6046	SRR3670034	2	179391768	179702514	4
HCC6046	SRR3670034	2	179769994	219509904	2
HCC6046	SRR3670034	2	219510800	219695245	5
HCC6046	SRR3670034	2	219696314	238234465	2
HCC6046	SRR3670034	2	238242089	238419544	4
HCC6046	SRR3670034	2	238419548	242946660	2
HCC6046	SRR3670034	3	239350	36779341	2
HCC6046	SRR3670034	3	36779344	37033676	6
HCC6046	SRR3670034	3	37033679	46063503	2
HCC6046	SRR3670034	3	46065176	46450208	5
HCC6046	SRR3670034	3	46450210	49044297	2
HCC6046	SRR3670034	3	49048918	49066271	5
HCC6046	SRR3670034	3	49066424	77614256	2
HCC6046	SRR3670034	3	77651192	99515003	4
HCC6046	SRR3670034	3	99536729	125855814	3
HCC6046	SRR3670034	3	125856645	129373945	2
HCC6046	SRR3670034	3	129389184	131101124	4
HCC6046	SRR3670034	3	131221514	195492018	2
HCC6046	SRR3670034	3	195505637	195516350	5
HCC6046	SRR3670034	3	195516351	197687363	2
HCC6046	SRR3670034	4	53238	960646	1
HCC6046	SRR3670034	4	960751	961935	36
HCC6046	SRR3670034	4	962102	13548886	2
HCC6046	SRR3670034	4	13600574	13606726	5
HCC6046	SRR3670034	4	13614957	48490916	2
HCC6046	SRR3670034	4	48492289	190905693	1
HCC6046	SRR3670034	5	140384	1494965	1
HCC6046	SRR3670034	5	1798636	81601410	2
HCC6046	SRR3670034	5	81605958	82838149	5
HCC6046	SRR3670034	5	82875807	140263292	2
HCC6046	SRR3670034	5	140263492	140724970	4
HCC6046	SRR3670034	5	140724975	170736833	3
HCC6046	SRR3670034	5	170737012	180687851	2
HCC6046	SRR3670034	6	203388	45983332	2
HCC6046	SRR3670034	6	46047324	70071390	3
HCC6046	SRR3670034	6	70500232	75823468	2
HCC6046	SRR3670034	6	75825442	157529035	2
HCC6046	SRR3670034	6	157744324	170871464	2
HCC6046	SRR3670034	7	193415	5569119	1
HCC6046	SRR3670034	7	5569184	5633203	14
HCC6046	SRR3670034	7	5633317	64453176	2
HCC6046	SRR3670034	7	64852733	76797186	2
HCC6046	SRR3670034	7	76825553	94881485	3
HCC6046	SRR3670034	7	94913280	99063835	2
HCC6046	SRR3670034	7	99084091	99697358	5
HCC6046	SRR3670034	7	99697541	100610390	2
HCC6046	SRR3670034	7	100634877	100780453	7
HCC6046	SRR3670034	7	100802162	102389966	2
HCC6046	SRR3670034	7	102574241	127973423	4
HCC6046	SRR3670034	7	127975582	140397217	3
HCC6046	SRR3670034	7	140624167	144707421	5
HCC6046	SRR3670034	7	144707511	150095024	3
HCC6046	SRR3670034	7	150095029	150487707	6
HCC6046	SRR3670034	7	150491840	158890004	3
HCC6046	SRR3670034	8	182713	17920770	2
HCC6046	SRR3670034	8	17941370	19363353	5
HCC6046	SRR3670034	8	19456448	23290696	2
HCC6046	SRR3670034	8	23291823	94746283	2
HCC6046	SRR3670034	8	94746454	128751271	4
HCC6046	SRR3670034	8	128752670	131922168	12
HCC6046	SRR3670034	8	132051557	145926361	1
HCC6046	SRR3670034	8	145931134	146278799	2
HCC6046	SRR3670034	9	116864	26892743	2
HCC6046	SRR3670034	9	26905441	34646897	3
HCC6046	SRR3670034	9	34647000	35819455	4
HCC6046	SRR3670034	9	35825520	103312556	2
HCC6046	SRR3670034	9	103340419	114133073	4
HCC6046	SRR3670034	9	114135567	125239630	2
HCC6046	SRR3670034	9	125273301	125681995	4
HCC6046	SRR3670034	9	125682000	141016420	2
HCC6046	SRR3670034	10	93002	12940728	2
HCC6046	SRR3670034	10	13040133	70287111	3
HCC6046	SRR3670034	10	70331977	70645489	4
HCC6046	SRR3670034	10	70645492	129900007	2
HCC6046	SRR3670034	10	129900667	129914282	5
HCC6046	SRR3670034	10	129914712	135491369	1
HCC6046	SRR3670034	11	197313	4139775	2
HCC6046	SRR3670034	11	4388593	5624652	5
HCC6046	SRR3670034	11	5626502	8132639	4
HCC6046	SRR3670034	11	8148148	48239315	2
HCC6046	SRR3670034	11	48266523	60703755	4
HCC6046	SRR3670034	11	60703794	63531456	3
HCC6046	SRR3670034	11	63531558	65422078	2
HCC6046	SRR3670034	11	65422157	66476448	4
HCC6046	SRR3670034	11	66610236	71727465	8
HCC6046	SRR3670034	11	71797251	134257887	1
HCC6046	SRR3670034	12	176030	78513769	2
HCC6046	SRR3670034	12	78537012	121868321	2
HCC6046	SRR3670034	12	121870874	133780668	2
HCC6046	SRR3670034	13	19748064	20660099	1
HCC6046	SRR3670034	13	20716062	25715906	2
HCC6046	SRR3670034	13	25715910	110434501	1
HCC6046	SRR3670034	13	110434503	110437221	0
HCC6046	SRR3670034	13	110437302	110801721	11
HCC6046	SRR3670034	13	110802630	115051982	1
HCC6046	SRR3670034	14	19553435	23282769	5
HCC6046	SRR3670034	14	23286403	23992489	2
HCC6046	SRR3670034	14	23992490	26917648	4
HCC6046	SRR3670034	14	26949156	94708730	1
HCC6046	SRR3670034	14	94756069	95570427	4
HCC6046	SRR3670034	14	95573858	106366503	1
HCC6046	SRR3670034	14	106367052	107259812	4
HCC6046	SRR3670034	15	20433876	42944853	1
HCC6046	SRR3670034	15	42974268	42986927	4
HCC6046	SRR3670034	15	43017551	43384396	1
HCC6046	SRR3670034	15	43476390	43803462	2
HCC6046	SRR3670034	15	43813472	43873537	4
HCC6046	SRR3670034	15	43888076	78316996	1
HCC6046	SRR3670034	15	78398048	90029595	1
HCC6046	SRR3670034	15	90029651	102389808	1
HCC6046	SRR3670034	16	97450	3198092	2
HCC6046	SRR3670034	16	3198290	3487570	4
HCC6046	SRR3670034	16	3490683	14027020	2
HCC6046	SRR3670034	16	14028041	14355271	6
HCC6046	SRR3670034	16	14697961	28167616	2
HCC6046	SRR3670034	16	28222361	48278502	2
HCC6046	SRR3670034	16	49559124	50746238	2
HCC6046	SRR3670034	16	50750386	58768130	4
HCC6046	SRR3670034	16	60392356	83378778	1
HCC6046	SRR3670034	16	83658591	90161267	1
HCC6046	SRR3670034	17	6003	26898579	1
HCC6046	SRR3670034	17	26900391	26902597	8
HCC6046	SRR3670034	17	26911203	34955470	3
HCC6046	SRR3670034	17	34956072	38905632	2
HCC6046	SRR3670034	17	38906524	39684119	3
HCC6046	SRR3670034	17	39684218	48687347	2
HCC6046	SRR3670034	17	48695182	72773616	2
HCC6046	SRR3670034	17	72773645	81083625	2
HCC6046	SRR3670034	18	47395	60985916	2
HCC6046	SRR3670034	18	61029723	73000593	3
HCC6046	SRR3670034	18	74083157	77927009	1
HCC6046	SRR3670034	19	287506	8809056	1
HCC6046	SRR3670034	19	8841416	9346671	4
HCC6046	SRR3670034	19	9407191	19330142	2
HCC6046	SRR3670034	19	19334748	44679216	2
HCC6046	SRR3670034	19	44679678	45130951	4
HCC6046	SRR3670034	19	45138702	51607609	2
HCC6046	SRR3670034	19	51607614	53995088	3
HCC6046	SRR3670034	19	53995251	56244797	2
HCC6046	SRR3670034	19	56273949	56467431	4
HCC6046	SRR3670034	19	56515082	59082792	3
HCC6046	SRR3670034	20	68259	58348478	2
HCC6046	SRR3670034	20	58514089	58560184	6
HCC6046	SRR3670034	20	58562553	62895909	2
HCC6046	SRR3670034	21	9825960	9874114	0
HCC6046	SRR3670034	21	10862804	15954786	4
HCC6046	SRR3670034	21	16337008	16340539	6
HCC6046	SRR3670034	21	17559996	31311851	1
HCC6046	SRR3670034	21	31538216	32253929	4
HCC6046	SRR3670034	21	32492722	37665868	1
HCC6046	SRR3670034	21	37736365	43546613	1
HCC6046	SRR3670034	21	43639371	48072116	1
HCC6046	SRR3670034	22	16287266	22318664	2
HCC6046	SRR3670034	22	22385409	22556458	8
HCC6046	SRR3670034	22	22577494	24107055	3
HCC6046	SRR3670034	22	24109627	28397538	2
HCC6046	SRR3670034	22	28501177	28559662	8
HCC6046	SRR3670034	22	29107892	35948078	2
HCC6046	SRR3670034	22	36003184	36662112	5
HCC6046	SRR3670034	22	36678647	38119766	2
HCC6046	SRR3670034	22	38119807	38121127	5
HCC6046	SRR3670034	22	38121130	51208080	2
HCC6046	SRR3670034	X	11783623	37587574	3
HCC6046	SRR3670034	X	38144790	54559076	2
HCC6046	SRR3670034	X	54783313	64723123	5
HCC6046	SRR3670034	X	64754187	69489369	2
HCC6046	SRR3670034	X	69646554	100667737	3
HCC6046	SRR3670034	X	100743459	100912730	5
HCC6046	SRR3670034	X	101138498	132548980	2
HCC6046	SRR3670034	X	132887478	152612599	3
HCC6046	SRR3670034	X	152612603	154493574	2
HCC6046	SRR3670035	1	721411	1572902	0
HCC6046	SRR3670035	1	1573070	12251919	1
HCC6046	SRR3670035	1	12252387	14109299	6
HCC6046	SRR3670035	1	14149563	43305984	1
HCC6046	SRR3670035	1	43308064	46662894	4
HCC6046	SRR3670035	1	46662910	92949120	1
HCC6046	SRR3670035	1	92979161	116931612	2
HCC6046	SRR3670035	1	116941264	152084322	4
HCC6046	SRR3670035	1	152084751	153233498	10
HCC6046	SRR3670035	1	153233650	193038747	3
HCC6046	SRR3670035	1	193074448	197115503	0
HCC6046	SRR3670035	1	197128427	227968429	4
HCC6046	SRR3670035	1	228003435	228474877	0
HCC6046	SRR3670035	1	228475420	247492982	2
HCC6046	SRR3670035	1	247587282	249212637	5
HCC6046	SRR3670035	2	41449	170367468	2
HCC6046	SRR3670035	2	170371034	179368625	0
HCC6046	SRR3670035	2	179391768	179452966	8
HCC6046	SRR3670035	2	179453201	232378355	2
HCC6046	SRR3670035	2	232389552	233389175	0
HCC6046	SRR3670035	2	233389267	238296837	3
HCC6046	SRR3670035	2	238330208	242946660	0
HCC6046	SRR3670035	3	239350	52398989	3
HCC6046	SRR3670035	3	52400344	52437251	10
HCC6046	SRR3670035	3	52437256	182897542	2
HCC6046	SRR3670035	3	182948710	195610231	3
HCC6046	SRR3670035	3	195611745	197687363	1
HCC6046	SRR3670035	4	53238	2420075	0
HCC6046	SRR3670035	4	2428140	48542928	2
HCC6046	SRR3670035	4	48552608	70505387	0
HCC6046	SRR3670035	4	70512701	71508959	3
HCC6046	SRR3670035	4	71508960	187517793	1
HCC6046	SRR3670035	4	187517797	188924960	6
HCC6046	SRR3670035	4	189012493	190905693	1
HCC6046	SRR3670035	5	140384	140264088	1
HCC6046	SRR3670035	5	140264170	140475610	6
HCC6046	SRR3670035	5	140475660	157065803	3
HCC6046	SRR3670035	5	157078242	180687851	2
HCC6046	SRR3670035	6	203388	44122162	2
HCC6046	SRR3670035	6	44144526	52542051	4
HCC6046	SRR3670035	6	52546540	106991514	1
HCC6046	SRR3670035	6	107006383	109762502	0
HCC6046	SRR3670035	6	109762609	109771272	9
HCC6046	SRR3670035	6	109774344	170871464	2
HCC6046	SRR3670035	7	193415	5645105	0
HCC6046	SRR3670035	7	5662363	55766864	2
HCC6046	SRR3670035	7	56006658	82430968	0
HCC6046	SRR3670035	7	82543815	131113963	2
HCC6046	SRR3670035	7	131190456	145814251	4
HCC6046	SRR3670035	7	148080719	158664213	2
HCC6046	SRR3670035	7	158669297	158890004	8
HCC6046	SRR3670035	8	182713	103299806	2
HCC6046	SRR3670035	8	103299809	119392040	5
HCC6046	SRR3670035	8	119452069	126448541	2
HCC6046	SRR3670035	8	126448545	128751271	0
HCC6046	SRR3670035	8	128752670	131922168	13
HCC6046	SRR3670035	8	132051557	140715153	2
HCC6046	SRR3670035	8	140715157	145926361	0
HCC6046	SRR3670035	8	145931134	146278799	2
HCC6046	SRR3670035	9	116864	26906070	1
HCC6046	SRR3670035	9	26923152	34646897	2
HCC6046	SRR3670035	9	34647000	35957699	4
HCC6046	SRR3670035	9	35957753	103072698	1
HCC6046	SRR3670035	9	103108929	125936166	3
HCC6046	SRR3670035	9	125941263	139372021	1
HCC6046	SRR3670035	9	139372026	140435261	0
HCC6046	SRR3670035	10	93002	28900862	2
HCC6046	SRR3670035	10	28970180	35363240	5
HCC6046	SRR3670035	10	35368513	43701544	0
HCC6046	SRR3670035	10	43870879	45472903	7
HCC6046	SRR3670035	10	45472905	45953983	0
HCC6046	SRR3670035	10	45954555	63958149	4
HCC6046	SRR3670035	10	63959430	73533231	2
HCC6046	SRR3670035	10	73544698	73569884	17
HCC6046	SRR3670035	10	73569909	75007307	0
HCC6046	SRR3670035	10	75011562	88423878	3
HCC6046	SRR3670035	10	88425424	95557616	0
HCC6046	SRR3670035	10	95653836	96019006	6
HCC6046	SRR3670035	10	96022169	96745933	0
HCC6046	SRR3670035	10	96748679	99359657	4
HCC6046	SRR3670035	10	99359742	129845780	1
HCC6046	SRR3670035	10	129866395	129914282	4
HCC6046	SRR3670035	10	129914712	135491369	1
HCC6046	SRR3670035	11	197313	3845684	0
HCC6046	SRR3670035	11	3846227	8123179	4
HCC6046	SRR3670035	11	8132181	56258244	2
HCC6046	SRR3670035	11	56258354	63488510	4
HCC6046	SRR3670035	11	63514406	64390734	0
HCC6046	SRR3670035	11	64393855	64557908	5
HCC6046	SRR3670035	11	64559235	69472684	0
HCC6046	SRR3670035	11	69482214	71727465	8
HCC6046	SRR3670035	11	71797251	134257887	1
HCC6046	SRR3670035	12	176030	55795247	2
HCC6046	SRR3670035	12	55804067	60169313	3
HCC6046	SRR3670035	12	62147331	64173875	0
HCC6046	SRR3670035	12	64491017	124281345	2
HCC6046	SRR3670035	12	124293299	124497464	5
HCC6046	SRR3670035	12	124779984	125618625	0
HCC6046	SRR3670035	12	125619223	131590514	4
HCC6046	SRR3670035	12	131593235	133780668	0
HCC6046	SRR3670035	13	19748064	24233402	0
HCC6046	SRR3670035	13	24234396	25075951	4
HCC6046	SRR3670035	13	25272647	49822260	1
HCC6046	SRR3670035	13	49841632	50070241	0
HCC6046	SRR3670035	13	50071134	50087449	125
HCC6046	SRR3670035	13	50099848	115051982	1
HCC6046	SRR3670035	14	19553435	20837912	3
HCC6046	SRR3670035	14	20840935	21549235	7
HCC6046	SRR3670035	14	21549607	21769363	0
HCC6046	SRR3670035	14	21789367	23291871	5
HCC6046	SRR3670035	14	23299128	23855390	2
HCC6046	SRR3670035	14	23855432	24036503	7
HCC6046	SRR3670035	14	24038708	24521512	0
HCC6046	SRR3670035	14	24522727	24546445	14
HCC6046	SRR3670035	14	24546450	24563753	0
HCC6046	SRR3670035	14	24563885	24773446	7
HCC6046	SRR3670035	14	24779761	24803862	0
HCC6046	SRR3670035	14	24805442	26917648	8
HCC6046	SRR3670035	14	26949156	55649965	0
HCC6046	SRR3670035	14	55817051	94708730	1
HCC6046	SRR3670035	14	94756069	95108242	5
HCC6046	SRR3670035	14	95234753	105412546	1
HCC6046	SRR3670035	14	105412779	105417433	4
HCC6046	SRR3670035	14	105417587	106321952	0
HCC6046	SRR3670035	14	106321954	107259812	6
HCC6046	SRR3670035	15	20433876	86284669	1
HCC6046	SRR3670035	15	86311286	89414740	4
HCC6046	SRR3670035	15	89421212	99646247	1
HCC6046	SRR3670035	15	99669592	102389808	2
HCC6046	SRR3670035	16	97450	3198092	0
HCC6046	SRR3670035	16	3198290	30793964	2
HCC6046	SRR3670035	16	30793968	50816436	0
HCC6046	SRR3670035	16	51170992	58704195	3
HCC6046	SRR3670035	16	58704902	85135982	1
HCC6046	SRR3670035	16	85138942	90161267	0
HCC6046	SRR3670035	17	6003	4576868	1
HCC6046	SRR3670035	17	4576880	26926061	1
HCC6046	SRR3670035	17	26937962	27442949	3
HCC6046	SRR3670035	17	27448599	38568079	1
HCC6046	SRR3670035	17	38573987	39240481	5
HCC6046	SRR3670035	17	39240530	39471948	0
HCC6046	SRR3670035	17	39537809	39680678	8
HCC6046	SRR3670035	17	39683847	55123841	2
HCC6046	SRR3670035	17	55163807	56677063	4
HCC6046	SRR3670035	17	56738755	61514874	0
HCC6046	SRR3670035	17	61515434	72469736	2
HCC6046	SRR3670035	17	72732781	76230118	0
HCC6046	SRR3670035	17	76230209	77073889	3
HCC6046	SRR3670035	17	77075519	81083625	0
HCC6046	SRR3670035	18	47395	21595061	2
HCC6046	SRR3670035	18	21693528	21736815	7
HCC6046	SRR3670035	18	21736817	31158669	0
HCC6046	SRR3670035	18	31318558	32346041	9
HCC6046	SRR3670035	18	32398022	55712038	3
HCC6046	SRR3670035	18	55816658	56415117	5
HCC6046	SRR3670035	18	56807158	61089587	0
HCC6046	SRR3670035	18	61160153	72776511	2
HCC6046	SRR3670035	18	72913315	73000593	10
HCC6046	SRR3670035	18	74083157	77927009	1
HCC6046	SRR3670035	19	287506	10081321	0
HCC6046	SRR3670035	19	10084446	10116697	5
HCC6046	SRR3670035	19	10131831	59082792	1
HCC6046	SRR3670035	20	68259	6751124	1
HCC6046	SRR3670035	20	6758910	21327189	3
HCC6046	SRR3670035	20	21376484	23066836	0
HCC6046	SRR3670035	20	23344942	39766503	2
HCC6046	SRR3670035	20	39792278	39987193	9
HCC6046	SRR3670035	20	39987278	60883807	2
HCC6046	SRR3670035	20	60884380	62895909	0
HCC6046	SRR3670035	21	9825960	14757332	1
HCC6046	SRR3670035	21	15588468	16340539	7
HCC6046	SRR3670035	21	17559996	27945427	0
HCC6046	SRR3670035	21	31045259	31852455	6
HCC6046	SRR3670035	21	31913823	44283628	1
HCC6046	SRR3670035	21	44283630	48072116	0
HCC6046	SRR3670035	22	16287266	22318664	0
HCC6046	SRR3670035	22	22385409	23406336	6
HCC6046	SRR3670035	22	23437926	43576891	1
HCC6046	SRR3670035	22	43578911	45959135	2
HCC6046	SRR3670035	22	45970378	51208080	0
